"curve_x","curve_y","curve_z"
-0.0246056138965604,0.0147450469116768,-0.000568552284414418
-0.0245329690295097,0.014480248735703,-0.000599648373995611
-0.0244603203431212,0.0142154509216032,-0.000630738621677855
-0.0243876604680664,0.0139506541158164,-0.000661811305604763
-0.024314975913309,0.0136858594836161,-0.000692844767014822
-0.0242422507072936,0.0134210684280721,-0.000723813440060453
-0.0241694613822706,0.0131562831329484,-0.000754680556187847
-0.024096582077932,0.0128915061642186,-0.000785406457431323
-0.0240235832017256,0.0126267406754957,-0.000815946845972164
-0.02395043063857,0.0123619906450451,-0.000846252569779222
-0.023877089086535,0.0120972607684769,-0.000876276191491144
-0.0238035141577786,0.0118325574221901,-0.000905960723264417
-0.0237296601431381,0.0115678879418101,-0.000935251494106315
-0.0236554800254272,0.0113032606726785,-0.000964096017249465
-0.0235809196733532,0.0110386859725084,-0.000992437711300656
-0.0235059242394065,0.0107741754287652,-0.00102022456535269
-0.0234304339689771,0.0105097430077739,-0.00104740808228534
-0.0233543855804518,0.0102454051539796,-0.00107394761925929
-0.023277712494026,0.00998118122934875,-0.00109981536522023
-0.0232003457089173,0.00971709327403101,-0.00112499647101647
-0.0231222126030622,0.00945316648060257,-0.00114949110802744
-0.0230432367976939,0.00918942919666711,-0.00117331458333062
-0.0229633374433487,0.00892591375907627,-0.00119650462455442
-0.0228824289544663,0.00866265659204849,-0.00121912141143234
-0.0228004220092644,0.00839969832643697,-0.00124125280713116
-0.0227172245208063,0.00813708330829503,-0.00126301237993115
-0.0226327407892306,0.00787486018885324,-0.00128453982280735
-0.0225468708902174,0.00761308295293695,-0.00130600717312892
-0.0224595095481527,0.00735181198892633,-0.00132762119655276
-0.0223705493561815,0.0070911143291254,-0.00134962883158736
-0.0222798835053967,0.00683106398234746,-0.00137231803851139
-0.0221874068608489,0.00657174239994235,-0.00139601256660058
-0.0220930176914516,0.00631323990644502,-0.00142106629664877
-0.0219966176182117,0.0060556569196778,-0.00144786248546794
-0.0218981093960265,0.00579910822182948,-0.00147681441510023
-0.0217973974673587,0.00554372517664558,-0.00150835953611584
-0.0216943927988169,0.00528965450732897,-0.00154293849844659
-0.0215890192244564,0.00503705279182404,-0.00158095807103833
-0.0214812189819172,0.00478608046142223,-0.00162276662414344
-0.0213709548571104,0.00453689785472013,-0.00166864976833007
-0.0212582096768599,0.00428966079631246,-0.00171882437329711
-0.021142984452146,0.00404451586262077,-0.00177343464602712
-0.0210252968035924,0.00380159445538506,-0.00183254799796908
-0.0209051795053153,0.00356100614272169,-0.00189615201266898
-0.0207826770792896,0.00332283310320762,-0.00196415379099536
-0.0206578410031867,0.00308712853353493,-0.00203639073464326
-0.0205307276736535,0.00285391015223955,-0.00211262580114311
-0.0204013954487376,0.0026231592000691,-0.00219255771941605
-0.0202697936220825,0.00239492609136443,-0.00227594191940392
-0.0201360325663219,0.00216902787202006,-0.00236219385447128
-0.0200001846689353,0.00194527941432456,-0.0024507526914667
-0.0198622717986365,0.00172351354051681,-0.00254108734796385
-0.0197223028519755,0.00150354830663288,-0.00263265374728641
-0.01958027398902,0.00128519434562906,-0.00272490273579322
-0.0194361707989291,0.00106826303092153,-0.00281729128456821
-0.019289972462065,0.000852570826563749,-0.00290928813323333
-0.0191416547268227,0.000637941643306378,-0.0030003731166113
-0.0189911913890252,0.000424208752382633,-0.00309003407465868
-0.0188385536150976,0.000211216668088872,-0.00317776027031561
-0.01868370869157,-1.17651368079719e-06,-0.0032630356497989
-0.01852662319654,-0.000213095844850844,-0.00334534136796822
-0.0183672656828467,-0.000424649340279886,-0.00342414981536406
-0.018205609887811,-0.0006359261719676,-0.00349892297121756
-0.0180415857869921,-0.000846992879635854,-0.00356898905973554
-0.0178751863710682,-0.00105789887054695,-0.00363373087614926
-0.0177064848606297,-0.00126866725979924,-0.00369269192680334
-0.01753549629928,-0.00147928516501803,-0.00374523897592603
-0.0173622566590369,-0.00168970564159853,-0.00379071188564761
-0.0171868185884252,-0.0018998398718424,-0.00382839718514218
-0.0170092641333994,-0.00210955127579783,-0.00385754632924984
-0.0168297064784284,-0.00231864670992482,-0.00387734751851728
-0.0166483071854847,-0.00252687081643422,-0.0038869471977692
-0.0164652538517686,-0.00273385782226411,-0.00388516763370214
-0.0162808333042303,-0.00293911352962731,-0.00387072682891979
-0.0160954865220971,-0.00314212215153215,-0.00384295707497398
-0.0159097075988343,-0.00334221246580361,-0.00380084152733602
-0.0157241090733413,-0.00353858782928766,-0.00374338972134635
-0.0155394367334584,-0.00373031812550193,-0.00366964865421646
-0.0153565753533358,-0.00391634474220129,-0.00357877836520833
-0.0151765427719762,-0.00409548645468104,-0.00347009809735582
-0.0150009867329128,-0.00426552807521562,-0.00334135150882071
-0.0148311088681978,-0.00442537761173044,-0.00319343435370465
-0.0146679696823221,-0.00457410295885781,-0.00302748895034193
-0.0145127181551442,-0.0047105623247489,-0.00284431719959226
-0.0143663504354691,-0.00483383554905794,-0.00264510457275989
-0.0142309865785766,-0.00494145224645082,-0.00242968572384276
-0.0141060981117454,-0.00503469487933851,-0.00220164823333298
-0.013991759455558,-0.00511386235021066,-0.00196301516805903
-0.0138879229929446,-0.00517933525209515,-0.00171557580251036
-0.0137942900601757,-0.00523175410184656,-0.00146102414974222
-0.0137104133251164,-0.00527188858838282,-0.0012008636271742
